Mod:Item:MetaData, Localized Name
minecraft:potion:8270, Зелье невидимости
minecraft:potion:16430, Взрывное Зелье невидимости
minecraft:potion:16462, Взрывное Зелье невидимости
minecraft:glass_bottle, Пузырёк
minecraft:spider_eye, Паучий глаз
minecraft:fermented_spider_eye, Маринованный паучий глаз
minecraft:blaze_powder, Огненный порошок
minecraft:magma_cream, Сгусток магмы
minecraft:brewing_stand, Варочная стойка
minecraft:cauldron, Котёл
minecraft:ender_eye, Око Эндера
minecraft:speckled_melon, Сверкающий арбуз
minecraft:spawn_egg:50, Призвать существо - Крипер
minecraft:spawn_egg:51, Призвать существо - Скелет
minecraft:spawn_egg:52, Призвать существо - Паук
minecraft:spawn_egg:54, Призвать существо - Зомби
minecraft:spawn_egg:55, Призвать существо - Слизень
minecraft:spawn_egg:56, Призвать существо - Гаст
minecraft:spawn_egg:57, Призвать существо - Свинозомби
minecraft:spawn_egg:58, Призвать существо - Эндермен
minecraft:spawn_egg:59, Призвать существо - Пещерный паук
minecraft:spawn_egg:60, Призвать существо - Чешуйница
minecraft:spawn_egg:61, Призвать существо - Ифрит
minecraft:spawn_egg:62, Призвать существо - Адский слизень
minecraft:spawn_egg:65, Призвать существо - Летучая мышь
minecraft:spawn_egg:66, Призвать существо - Ведьма
minecraft:spawn_egg:90, Призвать существо - Свинья
minecraft:spawn_egg:91, Призвать существо - Овца
minecraft:spawn_egg:92, Призвать существо - Корова
minecraft:spawn_egg:93, Призвать существо - Курица
minecraft:spawn_egg:94, Призвать существо - Спрут
minecraft:spawn_egg:95, Призвать существо - Волк
minecraft:spawn_egg:96, Призвать существо - Мууухомор
minecraft:spawn_egg:98, Призвать существо - Оцелот
minecraft:spawn_egg:100, Призвать существо - Лошадь
minecraft:spawn_egg:120, Призвать существо - Житель
minecraft:spawn_egg:500, Призвать существо - Ядерный крипер
minecraft:spawn_egg:501, Призвать существо - Заражённый порчей крипер
minecraft:spawn_egg:502, Призвать существо - Фосгеновый крипер
minecraft:spawn_egg:503, Призвать существо - Возгораемый крипер
minecraft:spawn_egg:504, Призвать существо - Золотой крипер
minecraft:spawn_egg:505, Призвать существо - Вертолёт-охотник
minecraft:spawn_egg:506, Призвать существо - Киберкраб
minecraft:spawn_egg:507, Призвать существо - Теслакраб
minecraft:spawn_egg:508, Призвать существо - Заражённый порчей теслакраб
minecraft:spawn_egg:509, Призвать существо - Маскмен
minecraft:spawn_egg:510, Призвать существо - Утка
minecraft:spawn_egg:511, Призвать существо - Крякос Старший
minecraft:spawn_egg:512, Призвать существо - Голубь
minecraft:spawn_egg:513, Призвать существо - Агент ФБР
minecraft:spawn_egg:514, Призвать существо - Дрон ФБР
minecraft:spawn_egg:515, Призвать существо - Элементаль Расплавления
minecraft:spawn_egg:516, Призвать существо - Глифид
minecraft:spawn_egg:517, Призвать существо - Глифид-солдат
minecraft:spawn_egg:518, Призвать существо - Глифид-страж
minecraft:spawn_egg:519, Призвать существо - Бренда
minecraft:spawn_egg:520, Призвать существо - Глифид-бомбардир
minecraft:spawn_egg:521, Призвать существо - Глифид-стрелок
minecraft:spawn_egg:522, Призвать существо - Глифид-скаут
minecraft:spawn_egg:523, Призвать существо - Чмяк
minecraft:spawn_egg:524, Призвать существо - Глифид-копатель
minecraft:spawn_egg:525, Призвать существо - Пластиковый пакетик
minecraft:spawn_egg:526, Призвать существо - Паразитическая личинка
minecraft:spawn_egg:527, Призвать существо - entity.hbm.entity_ntm_test_dummy.name
minecraft:spawn_egg:528, Призвать существо - entity.hbm.entity_ntm_undead_soldier.name
minecraft:experience_bottle, Пузырёк опыта
minecraft:fire_charge, Огненный шар
minecraft:writable_book, Книга и перо
minecraft:written_book, Завершенная книга
minecraft:emerald, Изумруд
minecraft:item_frame, Рамка
minecraft:flower_pot, Цветочный горшок
minecraft:carrot, Морковь
minecraft:potato, Картофель
minecraft:baked_potato, Печёный картофель
minecraft:poisonous_potato, Ядовитый картофель
minecraft:map, Чистая карта
minecraft:golden_carrot, Золотая морковь
minecraft:skull:0, Череп
minecraft:skull:1, Череп Скелета-Иссушителя
minecraft:skull:2, Голова зомби
minecraft:skull:3, Голова
minecraft:skull:4, Голова крипера
minecraft:carrot_on_a_stick, Удочка с морковью
minecraft:nether_star, Адская звезда
minecraft:pumpkin_pie, Тыквенный пирог
minecraft:fireworks, Фейерверк
minecraft:firework_charge, Звёздочка
minecraft:enchanted_book, Зачарованная книга
minecraft:comparator, Компаратор
minecraft:netherbrick, Адский кирпич
minecraft:quartz, Кварц
minecraft:tnt_minecart, Вагонетка с динамитом
minecraft:hopper_minecart, Вагонетка с загрузочной воронкой
CarpentersBlocks:blockCarpentersGarageDoor, Раздвижная дверь плотника
CarpentersBlocks:blockCarpentersGate, Калитка плотника
CarpentersBlocks:blockCarpentersHatch, Люк плотника
CarpentersBlocks:blockCarpentersLadder, Лестница плотника
CarpentersBlocks:blockCarpentersLever, Рычаг плотника
CarpentersBlocks:blockCarpentersPressurePlate, Нажимная пластина плотника
CarpentersBlocks:blockCarpentersSafe, Сейф плотника
CarpentersBlocks:blockCarpentersSlope:0, Прямой склон плотника
CarpentersBlocks:blockCarpentersSlope:1, Косой внутренний склон плотника
CarpentersBlocks:blockCarpentersSlope:2, Косой внешний склон плотника
CarpentersBlocks:blockCarpentersSlope:3, Призмовидный склон плотника
CarpentersBlocks:blockCarpentersSlope:4, Призмовидный плоский склон плотника
minecraft:iron_horse_armor, Железная конская броня
minecraft:golden_horse_armor, Золотая конская броня
minecraft:diamond_horse_armor, Алмазная конская броня
minecraft:lead, Поводок
minecraft:name_tag, Бирка
minecraft:command_block_minecart, Вагонетка с командным блоком
CarpentersBlocks:blockCarpentersStairs, Ступеньки плотника
CarpentersBlocks:blockCarpentersTorch, Факел плотника
chisel:aluminumblock:0, Алюминиевый блок
chisel:aluminumblock:1, Алюминиевый блок
chisel:aluminumblock:2, Алюминиевый блок
chisel:aluminumblock:3, Алюминиевый блок
chisel:aluminumblock:4, Алюминиевый блок
chisel:aluminumblock:5, Алюминиевый блок
chisel:aluminum_stairs.0:0, tile.chisel.aluminum_stairs.0.name
chisel:aluminum_stairs.0:8, tile.chisel.aluminum_stairs.0.name
chisel:aluminum_stairs.1:0, tile.chisel.aluminum_stairs.1.name
chisel:aluminum_stairs.1:8, tile.chisel.aluminum_stairs.1.name
chisel:aluminum_stairs.2:0, tile.chisel.aluminum_stairs.2.name
chisel:aluminum_stairs.2:8, tile.chisel.aluminum_stairs.2.name
chisel:aluminum_stairs.3:0, tile.chisel.aluminum_stairs.3.name
chisel:aluminum_stairs.3:8, tile.chisel.aluminum_stairs.3.name
chisel:aluminum_stairs.4:0, tile.chisel.aluminum_stairs.4.name
